,business_id,name,latitude,longitude,pos
55,0_EFFbKTi5OrrPXMRZv19g,Leonhardt's No Frills,53.6156887,-113.4901645,0.07675302
56,0aEyGFvCot0SS93wnysXuw,New Tan Tan,53.5428754,-113.4853061,0.99323094
57,0bkqvtzinsxnGF9F6SpkNA,Hap's Hungry House,53.541348,-113.5988982,0.7790397
58,0bva3FQFTS22NZ-jrkUzAQ,The Canadian Brewhouse,53.528173,-113.687819,0.31723508
59,0dIlxPUw9JXFwVbabWxRvQ,Hong Kong Bakery,53.5513626,-113.4890435,0.012822473
60,0hu3UX96fZGhHWODWxNrNw,Fatboyz Donairs,53.5940098,-113.3849713,0.98067534
61,0iXeck2mrz9GVlffx6RF4w,Urban Plant Cafe,53.464924,-113.473865,0.9498568
62,0ihbRd1mnVKCP6h8TEpqng,Subway,53.5616294,-113.466143,0.011884278
63,0ij1qCP-TEJlUJeNkhVNsA,Elephant & Castle,53.544389,-113.4909267,0.8673478
64,0j1dLO027zRb54xfAKO0vQ,Top Shots Billiards and Ping Pong,53.4568384,-113.433425,0.9727938
65,0kCTBibanJj054Fu4dIF2g,Nudoru Ramen Bar,53.518232,-113.5016831,0.9537104
66,0mELPrm26bXmBhdzJezAlQ,The Phat Noodle,53.5407867432,-113.4988250732,0.96681637
67,0s9wc8XMhxgKbiHUreqeRw,Hanjan,53.471242,-113.4852161,0.9765242
68,0tWbQOfwGqH7IXcE375p0Q,The Funky Chicken Kitchen,53.5229946,-113.6244207,0.39297843
69,0wURO6m9nmBXXBpuqmlobA,Dairy Queen,53.5402325,-113.4265355,0.1385365
70,0yjMfavV_BVNPSClSomboA,Edo Japan,53.453619,-113.568355,0.90641135
71,0z6gFGDSeb59ZkoSoO7LdQ,Otto Food and Drink,53.5644996,-113.4869714,0.990136
72,0zDHvE1W3iLff8UN72bgdw,Mediterranean Pita Bakery,53.592122,-113.481658,0.93339676
73,1-z2XZpoBhZF0a5bK-btOw,Mr Pretzels,53.48605,-113.513006,0.9758627
74,1058YRiz5uXKf7fxu-VUgA,London Drugs,53.547484353,-113.5236213951,0.9771169
75,12_YxEYiswleR_TMtxkuHg,PrimeTime Donair,53.459041,-113.4335008,0.47422993
76,136iuMkyEda_6tmkMI5haw,Gyu-Kaku Japanese BBQ,53.5410856,-113.5000553,0.95089525
77,13rO3sjY4aYCbV6BHciyVw,Fantasia Noodle House Express,53.5407762985,-113.5244219,0.98774046
78,13yl6DMh-Dei9DwY_UWUuQ,Nello's Restaurant,53.4545617,-113.4957905,0.3874956
79,15hcLfY9J-4rdTlIkdK0fg,Mikado - Westside,53.537197,-113.617707,0.833716
80,16F4GypSrqrwObH6IkaOUg,Second Cup,53.5998459311,-113.5318852567,0.7661697
81,18btc8fWw-OMc-4S2-HTjA,Daawat,53.5421157,-113.6118829,0.07078666
82,19M-U99uz7UDnJWhgET7TQ,Boardwalk,53.4703807797,-113.4926612487,0.6770182
83,1AJHVnRGxTWNMaFbIUbWcg,Starbucks,53.4537193,-113.5675396,0.10458867
84,1CcGm-DnoDQKx1Myi3ABQg,Nhon Hoa Sandwich Bar,53.518302,-113.493333,0.3692693
85,1EU-P_JNrKt28bqZJ4GyFg,Pappa's Family Restaurant,53.57068,-113.4142399,0.9679167
86,1FB6qlf7ZuUD22Vyqo_4RQ,Bubble Buzz,53.5421258,-113.4992809,0.9202279
87,1FquIs9TyjRKaxSOgo7A1w,Rio Vida Glutenfree Bakery & Manufacturing,53.5380046643,-113.6224216455,0.9794453
88,1H-RURg-RoOuSDmwAmMhLA,OverKlocked Gaming,53.568045511,-113.5272032381,0.9906309
89,1HJr3pN1_qjyBYPCYGIZ3g,Murrieta's Bar & Grill,53.5182765,-113.503928,0.99201876
90,1HwrC10JhdZ3gihazojBkg,Pho Du,53.6028581,-113.5421392,0.98884225
91,1Jb5B379K2u11dpOq2ynnw,Smitty's Family Restaurant,53.5696055,-113.4942896,0.03560258
92,1KhFin3FDeR7auf39WBUiw,Caffè Sole,53.5083046,-113.4867694,0.9905402
93,1LTVrJVSxppg43C3u8GMUw,Creole Envie,53.5414669,-113.5824849,0.98003393
94,1LVMlrAQeqLgiwFu06kFfw,The Workshop Eatery,53.4157353,-113.4801255,0.9600448
95,1M3zqofrUtKUiEsapMcV8Q,Apna Punjab Sweets and Take Away,53.59868,-113.426467,0.9867147
96,1NJTnfFfLYnt8-p3iUoGOg,Starbucks,53.5254208,-113.6164433,0.8538733
97,1Nvx5xo_cErlEqpubzocSg,Denny's,53.5710813233,-113.6135750408,0.5035362
98,1Pu4ODYV5j2-A4eD-eIhUA,Quality Inn West Edmonton,53.5405397,-113.6288335,0.98430026
99,1T6X5DvsMezSGCfJ8K11gw,Ed's Bowling,53.5243949754,-113.6254307831,0.798407
100,1X4vIGOULFW02E5662DsxQ,Millcreek Pizza,53.480073,-113.392891,0.0031349307
101,1YQDxTk1Uy0sytD4Zs7UOQ,Bodega Highlands,53.5646317,-113.4381206,0.9890936
102,1_rKMpLA8F3K2ADYdBkH7g,Kelly's Pub,53.542241,-113.499281,0.946648
103,1aXxBbS0NowN4nJchmP91Q,Shojo Izakaya,53.5470193,-113.5304509,0.98668694
104,1cSCU9Q9XGBkEDjQMPwq-w,Uccellino,53.540754,-113.4988254221,0.8803538
105,1cm10ZcTSCHP01lvU3jIIA,Safeway,53.4547194,-113.509828,0.024249138
106,1e9D8kvsPgCzCzlIVPhfkQ,Whimsical Cake Studio,53.518349,-113.493687,0.021020332
107,1hZCHWFUixqG77pEqpubYQ,The Cheesecake Cafe,53.538854,-113.6157749,0.9660219
108,1hktg26QRAT_ge9BBuPrrA,Twist Ultra Lounge,53.518268,-113.495927,0.036707688
109,1hr2ZbzZp2J03YamYtNSeA,Slice Pizzeria,53.4546461428,-113.3772736151,0.5189206
110,1nFRRAsJ740DLZdXS6_chQ,Rogue Wave Coffee,53.5631565,-113.5274744,0.977913
111,1nKcf1DO4HJCtS9wKM2-lA,Revel Bistro & Bar,53.541928,-113.487025,0.7700843
112,1nmZ8Aw360LPWRbYowp9cw,Sobeys,53.597823077,-113.3884384083,0.037261464
113,1rN5JlJuoJxHppuS49qxDQ,Chatime,53.6011373547,-113.4962428178,0.9752015
114,1s8KM8GP5X3m7ck57tCFpg,kb & co windermere,53.4351903,-113.6073884,0.98470557
115,1tZijNf7WLwoztsWuziUAw,Lanna Thai Cuisine,53.5089094,-113.4976729,0.2583281
116,1tm-CQ4-dFxY03fAScQ01A,McDonald's,53.546627523,-113.5228456062,0.009132287
117,1zqsGhxOCs4rtGasfBUbuA,Harvey's,53.4680923,-113.4951244,0.9785966
118,22_KB3FITRnuTXCEHsXpIg,Brown Butter cafe,53.4189101972,-113.4789789579,0.986702
119,26EPJeHypRPvF4UgJWi2Zw,Remedy Cafe,53.540914,-113.4973949,0.90358025
120,29DWpKzWKmkabL6lXCJiyQ,Sushi-Ya,53.54116,-113.49483,0.982474
121,2AYNaQcQcR1UqIt7TOpOhg,SPUD,53.5046751,-113.4351168,0.95903915
122,2C1woaOBpUC2iEpvKx96gg,Continental Treat Fine Bistro Gluten Free,53.5183121,-113.5032776,0.97046846
123,2FBNr6Ma6oRKJiPb7yZdkg,Sushi Garden,53.546244,-113.6119806,0.1462511
124,2GUTsH6BHqasxtBEcXwNzQ,McDonald's,53.5207806,-113.5115356,0.012512356
125,2IHXMnPAtyojytikDK7_-Q,Earls Kitchen + Bar,53.5388909,-113.6140158,0.96189356
126,2KhwR5XB2u88e3AgH4mq5w,Monty's Pizza,53.5140625092,-113.6766934863,0.991171
127,2KtFLGVXlJaOv6Rjjj9GBQ,Korean Grill,53.464816,-113.4715282,0.39434144
128,2Mek_mjvPoS-LvKPpW2UZQ,Delish Custom Cakes & Sweets,53.5531824,-113.4830668,0.9685287
129,2MwMQWN0_Hap96AlcawGyA,Lindt Chocolate Shop,53.4500995,-113.4849589,0.9915354
130,2ODSw1hc0NbB1cbMpNRuAQ,The Rose & Crown Pub,53.544552,-113.4931759,0.04425991
131,2OiPkvrsfVkZHgcR-pIhrA,South St. Burger,53.5462550914,-113.5307665542,0.20981582
132,2QIxk_gGB9rRX45uzmPHuA,Remedy,53.5179399683,-113.5002957908,0.9919852
133,2T8ee53Dg13f94YYwhskTQ,Brown Socialhouse Albany,53.6296912,-113.5450206,0.9131594
134,2V_evtREDtDXpbQnx7FXjQ,Pizzeria Prego,53.4963716,-113.5170377,0.9189742
135,2VoE7s9YVkEwprZIuwNBHQ,Nefeli's Ristorante,53.6159365,-113.433349,0.94525874
136,2Y7h1oxMRfVVGvc02aTn5g,Albert's Family Restaurant,53.549569,-113.536324,0.9681558
137,2Z8LWDUbrUbe-o3KZE2r7Q,Dagu Rice Noodle,53.5412147,-113.4995711,0.96995497
138,2Z_ieKzYIIxt6iB3lgPnJQ,KFC,53.4672042537,-113.4932902712,0.036201626
139,2_qvUdA1EYMVj0N_vAz0Bw,Szechuan Sweet Mango,53.5183917,-113.4685595,0.9399727
140,2c3AbNcLoj8nLtTraqByYg,Dominos Pizza,53.4955134389,-113.6644491926,0.9886386
141,2cDbskCOK5m_g8CgcQswFQ,Match Eatery & Public House,53.5219146,-113.6242319,0.8799899
142,2dG6310Qvhfbcr622bu4Pw,Wok N' Go,53.4241066,-113.4442702,0.7861227
143,2drLRcRuqVJEksQXV0ynjQ,Syphay Restaurant,53.4973596,-113.4980091,0.8714934
144,2fTfpN5SggLgW4LlzptMPg,Tzin Wine & Tapas,53.5410214625,-113.4992408752,0.9714137
145,2joz26si509_AqbE7PSPPw,Harvey's,53.5458213,-113.5088929,0.9790001
146,2pfGiXclAlk6W6arwT66dA,Passion de France,53.5707318,-113.4726611,0.7331296
147,2pj5byDMoMDu-d0bTu2Sew,Pip,53.518958,-113.4978911,0.0029975318
148,2qHVqbps43bf64Ej4PevOQ,Nando's PERi-PERi,53.59437,-113.4154,0.521274
149,2qhuQ-tnonyLEQLw2cbvAg,Tim Hortons,53.6301604595,-113.5449765623,0.16748251
150,2rt7k-vLmXXqzP2UForL2w,Yokozuna Japanese Restaurant,53.4783873,-113.5040267,0.97327054
151,2wnJxAn-pNLSte6_t0IFjw,Chic-Hog-O's Eat * Drink * Socialize,53.541194,-113.522869,0.98727757
152,3-Nmf0rD9aMGzX8FskxAHQ,Walmart,53.4401809,-113.4818023,0.034515135
153,36F6K3PGGV2ICZBNDoh0wg,Baijiu,53.545881,-113.499053,0.9795658
154,38DRDZPoygmIq8bkBmMu8A,Noodle Maker,53.5441332,-113.4854791,0.9924271
155,38gOYYqd3QQEBL-cmd0J4g,Quickly Callingwood,53.502553,-113.625441,0.9908426
156,39mBRF_M0eO6BdR_CTwVBg,Booster Juice,53.5227107802,-113.6274180082,0.0051145335
157,3Annr4f7u9KX2bavh2Y47g,McDonald's,53.474261,-113.393216,0.0065836892
158,3B9vzbshfvEMu_4HZnXmLQ,Dairy Queen,53.5642069428,-113.5529507773,0.008404149
159,3FAB7dFETIcStzoCAwqatQ,Mini Mango,53.4234858471,-113.4764095555,0.59365946
160,3G2oeSrucNDjdjr7eH0cug,Boualouang Laos & Thai Cuisine,53.549964,-113.488383,0.98782057
161,3GEIeat62_83HLTxleoWxA,Cora,53.4364886,-113.6064895,0.23465519
162,3L18kz_SjKpnvSwwsuDw4A,Starbucks,53.6162990312,-113.5417884692,0.4155569
163,3LWPWhqWaLSDq6dktuB-jA,Edmonton Heritage Festival,53.5277363724,-113.5478982701,0.3351622
164,3LjTCooJ8DmJ0yjFwLg58g,Attila The HUNgry,53.5215728354,-113.4972441,0.9775284
165,3P-Ytd1kmiuOgEiH_60i3A,Sands Inn & Suites,53.5805429,-113.4549621,0.11087104
166,3PlZoKBDXvpadM8ZVunTGQ,The Almanac,53.5179055,-113.4968409,0.75904614
167,3QrvUMkwQmsPebkCtgYDpA,The Parlour Italian Kitchen & Bar,53.5454319385,-113.5068751127,0.1769393
168,3URe59CYXngnHN0OgbMDWg,La Carraia,53.540659173,-113.5073381317,0.9794899
169,3YD1ZOh1jn6rN5b5HGjK0w,Bul Go Gi House,53.5237504,-113.4676881,0.6703506
170,3YEBcyWeqno6DzyZcEP0BA,Da Capo,53.5176995461,-113.4925782681,0.84930634
171,3YVNzWtVSfb7q9iBqmhVpw,la boca loca,53.4744438,-113.4853221,0.9892346
172,3Yogz58lIto-kceF2y-THg,Double Greeting Wonton House,53.5448892,-113.4830421,0.01106604
173,3bDVXWqAZZbSp7bS8aYhfg,Dutch Delicious Bakery & Deli,53.570617,-113.551565,0.98941106
174,3c7UBeTh9A-VfRCyQ5GyCA,Fatburger,53.5535240173,-113.6136550903,0.532731
175,3d-CfM2eT_Rn3N5FbExHHA,Pho 39,53.599578,-113.5473584,0.7133255
176,3d0GxTJo_0eOMCzouf61xQ,Boston Pizza,53.5992767,-113.4061985,0.9850623
177,3fzqVKBxVXjwb3GorguhPA,Lucky Supermarket,53.601665,-113.538915,0.82794064
178,3gTZAOmML02T1L5gYIHYqQ,Kabsa  The Ultimate Cuisine,53.616357,-113.431281,0.988822
179,3hBqriucQRr1-GvqUKvXSQ,The Hat,53.540654,-113.4968615,0.13803609
180,3iNJRKN3Nx9MmBpNfXfVDQ,Extreme Pita,53.5406247,-113.641641,0.021121902
181,3jYrayuZ8LPwok0wDgfYwQ,Booster Juice,53.5971535465,-113.5709143609,0.021759296
182,3jfSmj2DvdsNdJm5xrlK8w,Paramo Cafe,53.6005320633,-113.4958494231,0.95227534
183,3koeM2Blt-4rEmVIJAZf8Q,Woodwork,53.5419431694,-113.4907310799,0.9298844
184,3nixFmEQlac1D0ode6WFMQ,Jasper Bar and Grill,53.5677436,-113.5181227,0.0047530467
185,3r_MoWmT-4asOQg9rRlJ-w,Kamayan Sa Lucena,53.4750684,-113.5045822,0.00399766
186,3sgYRksSWZC3CXnKCpCqFA,Save-On-Foods,53.4228392617,-113.4759190829,0.002759685
187,3tCceP6OJT9anbOhjGVuIg,Gogo Lounge,53.5443243,-113.5360923,0.9458345
188,3uBft07hylBrJ5rYKQiGqg,Save-On-Foods,53.4554415222,-113.3803838312,0.6003113
189,3uylolgTJwfjUkeud7BuBA,Mary Brown's Famous Chicken & Taters!,53.4276373,-113.4735524,0.8668453
190,3wLmMcYDXWkiAjLCFAxg3w,Pho Huong & Mama Pizza,53.5510949,-113.502389,0.08379495
191,3xnYTpKoPBA3711pQx8yaA,Chili Hot Pot,53.5088594,-113.4973356,0.98160726
192,3y8D2L-UXCtj_n9hRd7g1g,Yianni's Backyard,53.4924394999,-113.4981340332,0.99030834
193,406Mj0tByYOx1abCE0MniA,Bannock Burger,53.5511668,-113.5361046,0.67665225
194,40cOV8R_oM4AjGhM1Fco9w,Sunset Reggae Kitchen,53.544998,-113.5908865,0.9261816
195,41EGAPq5ckADVRe9t24A-w,Derrick Golf & Winter Club,53.4672573,-113.5397872,0.9200776
196,41RbEZa99W2d_kTnYTp_mw,Dang Good Restaurant,53.5703784484,-113.5516438645,0.9301913
197,42iTpYAdR7exz102CrnnXw,Humpty's Family Restaurants,53.5253638761,-113.6168976457,0.07579765
198,42zgRbWS-2t6DkENW_rOzw,Watari,53.5422833785,-113.5360898393,0.8651605
199,47ZG5ZbGjKypH194HA_HTw,Table Top Cafe,53.543929,-113.53562,0.9865446
200,4BVjCMSKc4eJGfJldPB_hA,Fired Up BBQ,53.498819,-113.486856,0.96645635
201,4DDncbda42ZYL_SBvhenqQ,Dangerkat Waffles,53.517622,-113.491784,0.9872105
202,4F1YGRIy8BbIlkY-OC3x4A,Urban China,53.5501155,-113.4943987,0.58727
203,4FgqxMPsERjzMe1BfcUeVA,London Drugs,53.5402417354,-113.5786771951,0.3619878
204,4G9WWWYD_jsklt8WGd_j6g,Tim Hortons,53.5114894,-113.4951195,0.0184402
205,4GHLneyW3oxaocy2udIbHA,The Dosa Shop,53.51777,-113.4895408,0.9908284
206,4MW1w_12QI2YaiImHHvwWg,Golomein Noodle House,53.4720691,-113.4805395,0.899194
207,4NfqqtveFi_upyp6jFRI8g,Kings Noodle & Hot Pot,53.5557124,-113.493526,0.9928327
208,4OQvs1Z5kJRWLFuBaMHQ9Q,Vida Bar & Grill,53.5700803,-113.5337961,0.9434922
209,4ORRY2fYsRhwN0u8QjQNEg,Second Cup,53.54062,-113.4425814,0.9156141
210,4PNbb1vePA_uAzVGzN4zew,Sandwich & Burger Patch,53.47827,-113.479249,0.8187312
211,4QVPLhVe-bY9usmRyAGE-A,Cookie Love,53.543025,-113.5354797,0.9862424
212,4SN5pmG-Qsb-0OHY-23FGg,Glass Monkey,53.495616733,-113.5178946022,0.5989441
213,4SZCNz30VKLesMvW_zAs7Q,Three Vikings,53.5514622,-113.5353819,0.99053127
214,4Ws7AHG6lLck3LIq39IL9A,Route 99 Diner,53.5241527,-113.4865465,0.24359696
215,4XJVBK3cYH7qNp5IUJ-Flg,Famoso Neapolitan Pizzeria,53.6226540487,-113.4919841588,0.9704028
216,4YRyz0A4fF1MHTILIoAIiw,Walsh's No Frills,53.5415147,-113.5797898,0.74055207
217,4a6B3IvSoeQgBC2zoz8mZA,The High Dough,53.520601,-113.512501,0.98082894
218,4c6KFQDT51uHrPcfoXUfeg,Spotlight Cabaret,53.518453,-113.497289,0.9916882
219,4fJ6cBlYAdlwsWiz-NW-0Q,Pho Hoan Pasteur,53.5644934,-113.5194977,0.7168767
220,4fdxbcCfEIwRbfvbM5R4TQ,Original Joe's Restaurant & Bar,53.6161866,-113.5418761,0.42180443
221,4iYB8jENVioyEaZMlKPtOg,Zambelli's Prime Rib Steak & Pizza,53.540645,-113.6321838,0.027714958
222,4j7E-COjWKjC-S1Yr8eX_Q,Vietnam's Express,53.4597544,-113.4938419,0.99122816
223,4lM1ZsIHeUMqkAs7M-Tt-g,Mary Brown's Famous Chicken and Taters,53.5396585773,-113.5785928201,0.9890285
224,4lWKhiQU6VDSTbyzYvQDiw,Academy Pizza,53.5247632,-113.5208569,0.96981734
225,4mKCrzfkPBTwsqbr1csgHg,Chilli Peppers,53.4241066,-113.4442702,0.9718851
226,4rv1vQwK3ku7W9l0qy7Zag,Boston Pizza,53.4949281,-113.667929,0.02676401
227,4sD9H1GhMIq0KEWBQ0OOHg,Swiss Donair,53.607131,-113.468933,0.9856818
228,4t1VMmixGuvj6jKhWGLVWg,McDonald's,53.6319193,-113.5422961,0.5725586
229,4t55NRl2MbtM7I_yFca6fQ,Roman Steak & Pizza,53.5883241089,-113.5418775769,0.24874032
230,4w-aMIjkibCzBlkJNs8v5w,Chateau Nova Kingsway,53.5674477026,-113.5192871195,0.019330103
231,526Hf7OTiYkGibtqwpAESA,Brio Bakery,53.5428710765,-113.5306351612,0.98347497
232,52KoVIvQiMgpAIyVJx0abw,Habitat Etc,53.5428533,-113.498723,0.9892856
233,52gZqbialrbkWPyjjvI1Vg,A Hot Pizza,53.5431906,-113.5077482,0.6142682
234,52wmdzhtILUZQu_VA4gwtg,T&D Vietnamese Noodle House,53.5703836,-113.4707838,0.9920542
235,56p80CBDCpnS2t9cU9nZNQ,Northern Chicken,53.551142,-113.5363825,0.9306296
236,5BI5I1RAftA59uwsN47YFQ,Bar Burrito,53.6319333,-113.5391736,0.9467839
237,5BWh2ViME8lAm1G1SDVtSg,The Red Piano,53.5224395,-113.6218728,0.9295725
238,5BmQX4UVJY19mMtafMg7JA,Breadland Organic Whole Grain Bakery,53.547205,-113.522448,0.9648703
239,5Bn9CbdNYnZMDYryh6n_0g,DAVIDsTEA,53.518285,-113.5026708,0.87978894
240,5CnQl8UOGG_VMGLLWwXEUQ,Columbus Pizza & Donair,53.5152265,-113.6240016,0.10481322
241,5DFvFAo3zI7sMPspDZKGNg,A&W,53.5416335,-113.610427,0.9671663
242,5IarGjLkheRZm-moeTh82g,Only the Good Stuff,53.541175,-113.583036,0.9527018
243,5LGSoQxc7N-44iuovO0Z5A,China Burger BBQ,53.5183678,-113.4967178,0.8623058
244,5NwOZDv9t4LXHFKwjeE8zA,Pink Gorilla,53.5069356,-113.5123957,0.98541087
245,5ROkHYw2EZndspdb6iJ8Ew,Characters Restaurant,53.544212,-113.500582,0.9147429
246,5SjqmVCqJzvpua12yO3cRw,Radisson Hotel & Convention Center Edmonton,53.5138848,-113.4112447,0.8959921
247,5Y2aYrX2VUMqUdiNQgARew,Rice Bowl Deluxe,53.5007044794,-113.628743032,0.98522884
248,5Z71LWiFuQR-0xcdS8fmMg,Barking Buffalo Cafe,53.5537559,-113.5361272,0.5825105
249,5ZUyW2FV8jwtLQPMSbx6wA,Cafe Amore Bistro,53.5754674,-113.479941,0.9889441
250,5bcngipnLPwSR9mDbA2ahA,Greta,53.542038,-113.5080027,0.36235854
251,5eosGh7B61-JW6Q2EGwKCA,One One Eight,53.5411741,-113.5255532,0.98817176
252,5gFINQunzrgFOxI20Dr5Uw,Chuck E. Cheese's,53.5989601,-113.5699576,0.7474313
253,5i10lPSXM99OEbI7rNz4sg,O2's Taphouse & Grill,53.5581032,-113.591041,0.56720704
254,5kylem-WL7DDHt0zFZ0MQA,Dorinku Osaka,53.541142,-113.498211,0.9841148
255,5nUFmpRZQQ6kSQ3Qe2TDGA,Beer Revolution Craft Beer & Pizza Bar,53.5464271733,-113.52357571,0.98639506
256,5nYIj79IC6QsZ-JT-UTu6Q,holts café,53.54194,-113.494263,0.981198
257,5nlpLTaOXgDQgKBHhAzm2g,The Burger Joint,53.452698,-113.4697591,0.98589873
258,5tHSl5DjfW5aQJQ-6MIV2A,The Rec Room,53.5224395,-113.6218728,0.011406153
259,5te2MO4PYzZkcRFX0DJyFQ,Hudsons Canadian Tap House,53.5466113,-113.5152037,0.98842037
260,5u4nzV_Vpy6ubFM6FXqBNw,Delux Burger Bar,53.5344063,-113.5663499,0.51008844
261,5vGeF12-lyJWAtuA03OGZA,Social Modern Pub,53.5496933,-113.5070706,0.93617684
